127.12,-4.2181,-2.5566,-3.4202,-3.2612,-2.5201,-2.887,-4.1631,-3.934,-4.2917,-2.3482,-3.4859
134.39,-2.1601,-1.7253,-3.5595,-3.1259,-1.6768,-3.991,-4.0831,-3.8316,-3.7593,-1.509,-2.9115
135.01,-2.1173,-2.303,-3.4054,-2.7317,-2.7055,-4.728,-4.3358,-3.8823,-3.6305,-2.5344,-3.8601
135.98,-5.0846,-1.1268,-3.4462,-3.4458,-2.2358,-2.7816,-2.2266,-3.8898,-4.3582,-2.2429,-1.0773
136.12,-2.7097,-2.6858,-3.2496,-2.8346,-2.7712,-3.0078,-2.8595,-3.7984,-3.7064,-2.6794,-1.8139
137.35,-2.737,-2.0097,-3.3499,-3.44,-2.478,-5.9934,-3.8858,-3.8144,-4.2191,-2.4505,-2.8957
138.32,-2.949,-2.2803,-3.4052,-3.4375,-3.112,-4.1046,-2.886,-3.8902,-4.477,-2.8414,-1.9574
140.65,-3.3853,-2.6274,-3.4569,-3.3239,-3.2747,-3.0737,-3.8121,-3.7867,-4.0263,-3.1505,-2.9555
141.43,-3.1632,-2.2894,-3.5034,-3.4018,-2.8161,-3.1607,-4.1863,-3.8632,-4.0372,-2.6194,-3.514
141.73,-2.4238,-2.3786,-3.4142,-3.1117,-1.9325,-4.0039,-4.0878,-3.7793,-3.6748,-1.7825,-3.1925
141.77,-2.6007,-2.6119,-3.1793,-3.15,-2.6426,-3.4651,-4.2772,-3.7067,-3.8071,-2.6336,-3.9742
142.32,-3.5616,-2.2042,-3.5599,-3.4644,-3.5913,-3.1804,-3.6121,-3.9841,-4.5617,-3.3987,-2.8963
142.43,-3.4689,-2.5816,-3.4948,-3.3047,-2.8808,-3.0087,-4.0291,-3.8023,-3.8789,-2.6534,-3.268
142.88,-3.0477,-1.6759,-3.4422,-3.5267,-3.0254,-4.5733,-3.3188,-3.932,-4.7178,-2.7818,-2.4009
147.6,-2.2286,-2.4053,-3.5993,-2.8727,-3.063,-4.6713,-3.4803,-3.9079,-3.5422,-2.6366,-2.6127
147.84,-3.387,-3.2547,-2.9088,-2.6164,-2.3942,-2.5875,-4.1943,-3.7046,-3.6001,-2.2151,-3.9691
148.47,-2.8533,-2.6623,-3.3499,-3.2613,-3.6798,-3.379,-2.1735,-3.7163,-3.9213,-4.9041,-1.2203
148.65,-3.2772,-2.6572,-3.3231,-3.4546,-3.2051,-3.2045,-3.9358,-3.732,-4.1573,-3.0488,-3.2329
148.99,-4.9946,-2.9074,-3.3335,-3.3329,-2.1667,-2.6561,-4.0112,-3.7748,-3.8867,-2.4716,-2.9008
149.44,-2.7988,-1.755,-3.1381,-3.0997,-2.5733,-3.7398,-2.1011,-4.0234,-5.2419,-2.5465,-1.0502
149.92,-4.4133,-2.1548,-3.5541,-3.6621,-2.9528,-2.9366,-2.879,-3.8504,-4.3764,-2.6877,-1.894
149.96,-4.5869,-1.2714,-3.4228,-3.6151,-1.6363,-2.8004,-4.1599,-3.8203,-4.3644,-1.7508,-2.9958
150.15,-3.1932,-2.2727,-3.0559,-3.5343,-2.7001,-5.6644,-3.3576,-3.7678,-4.5881,-2.6426,-2.3893
152.94,-3.5577,-3.5053,-2.7201,-2.7445,-1.3986,-2.4153,-3.6518,-3.6174,-3.6038,-1.3577,-2.7084
154.89,-3.5509,-2.4757,-3.4821,-3.6283,-2.9325,-3.0551,-2.6269,-3.7673,-4.2016,-2.7252,-1.6296
155.37,-3.2047,-2.2552,-2.4221,-3.3997,-2.6021,-4.7083,-3.6867,-3.5601,-4.6141,-2.5246,-2.88
155.75,-4.9786,-3.3966,-3.5168,-3.279,-2.4118,-2.7431,-2.663,-3.7702,-3.6968,-2.2276,-1.5555
156.21,-3.1265,-2.7992,-3.4252,-3.2196,-3.2465,-3.0633,-3.7354,-3.7338,-3.669,-3.1639,-2.8277
157.34,-2.6964,-1.349,-3.634,-3.1996,-3.6673,-4.2035,-4.1842,-4.1395,-5.0616,-3.2923,-5.7968
157.76,-3.143,-3.0379,-2.8522,-2.9497,-1.6766,-2.5337,-4.5244,-3.7354,-3.6232,-2.3456,-5.7638
157.8,-2.1005,-1.0047,-3.6086,-3.162,-2.2197,-4.8246,-3.2995,-3.7916,-3.5528,-1.986,-2.0665
160.17,-2.7632,-2.7255,-3.3948,-3.1282,-3.1993,-3.201,-4.0752,-3.7093,-3.54,-3.0934,-3.3356
160.32,-3.8374,-3.5829,-3.2298,-2.6189,-2.0782,-2.6735,-4.5073,-3.7485,-3.1785,-2.3375,-4.8731
160.35,-2.2812,-2.7701,-3.3747,-2.6815,-3.3149,-3.4093,-4.3139,-3.7121,-3.161,-3.324,-4.4817
160.43,-3.5386,-2.269,-2.0599,-3.5536,-2.9918,-3.5348,-3.346,-3.4991,-5.0003,-2.9139,-2.5094
160.74,-3.0135,-2.7723,-2.2993,-3.185,-2.7302,-4.8177,-4.1687,-3.5402,-4.2886,-2.9468,-3.8894
160.85,-3.3615,-2.7298,-2.6316,-3.5303,-1.7458,-2.7127,-3.6821,-3.6554,-4.5119,-2.1895,-2.6297
161.76,-3.1506,-2.7433,-2.521,-3.3885,-3.1678,-5.5636,-3.8155,-3.5215,-4.3379,-3.3672,-3.0695
162.5,-3.5788,-3.3926,-2.7303,-2.3428,-3.5567,-2.4329,-2.3366,-3.6045,-3.3771,-3.9561,-1.4318
163.06,-3.0825,-2.6699,-2.7315,-3.5407,-1.6904,-4.0385,-3.8545,-3.6443,-4.4147,-2.1206,-2.8362
163.33,-3.4476,-3.0297,-3.3525,-3.4019,-3.5747,-3.0394,-3.7403,-3.6828,-3.884,-3.9637,-2.7507
163.84,-2.6516,-1.2813,-3.4537,-3.5518,-2.7085,-3.8245,-2.6837,-3.7328,-4.0175,-2.6457,-1.6304
164.06,-2.8867,-3.1316,-3.068,-3.3822,-1.4077,-3.095,-4.3865,-3.6653,-3.9882,-1.5474,-5.9416
165.13,-3.5131,-2.8524,-3.4567,-3.186,-2.8176,-2.9248,-4.359,-3.7301,-3.554,-2.6248,-5.5498
165.29,-2.034,-1.4666,-3.718,-2.8558,-3.9501,-5.9551,-3.1643,-4.0533,-4.242,-4.0375,-2.2366
165.69,-1.7355,-2.3032,-3.5909,-2.9624,-2.9576,-3.6835,-3.5923,-3.7697,-3.341,-2.7879,-2.474
166.43,-1.896,-2.3262,-3.3862,-2.3762,-2.7407,-4.1669,-3.7054,-3.9946,-3.6014,-2.5593,-2.6994
167.67,-2.0067,-2.612,-3.5169,-2.7292,-3.2876,-3.5142,-4.3771,-3.7481,-3.1115,-3.1382,-5.9619
167.82,-3.38,-2.6422,-2.5431,-3.6398,-2.0125,-3.969,-3.9101,-3.6041,-4.6923,-2.2036,-3.043
167.95,-4.7054,-3.8644,-2.0853,-2.7952,-3.1985,-1.7951,-3.9749,-3.4496,-3.9385,-3.8234,-3.3116
168.42,-1.8457,-1.3854,-3.5932,-3.4111,-2.2287,-3.9982,-3.4507,-3.7371,-3.8309,-2.2127,-2.1415
169.26,-1.8769,-2.2159,-3.6612,-2.9975,-3.4714,-5.0668,-3.1928,-3.7942,-3.3512,-3.3442,-2.0455
169.45,-3.356,-2.7466,-3.2309,-3.6989,-3.1552,-3.7256,-3.9204,-3.712,-4.3948,-2.9826,-3.2124
169.62,-4.2426,-4.0753,-3.6483,-2.6421,-2.8683,-2.5565,-3.9526,-3.818,-3.127,-2.6116,-2.7905
169.94,-2.6606,-3.0406,-2.7713,-3.0421,-3.2628,-3.4687,-3.3683,-3.5329,-3.7259,-3.5241,-2.4437
170.37,-3.2494,-2.8664,-3.5609,-2.7576,-2.6613,-2.8179,-3.6243,-3.7613,-3.0996,-2.526,-2.4643
171.13,-3.5794,-2.7126,-2.2351,-3.6888,-2.0537,-3.3674,-3.5521,-3.5106,-4.927,-2.0333,-2.6935
171.37,-2.0137,-2.2114,-3.6311,-3.3896,-1.8998,-3.5779,-4.6561,-3.7372,-3.7474,-1.7131,-5.7608
171.93,-3.0302,-2.3395,-2.7768,-3.5657,-1.6767,-5.979,-4.2362,-3.6121,-4.2852,-2.1409,-3.5676
172.55,-2.9923,-3.372,-2.3633,-2.8059,-2.397,-2.17,-4.1783,-3.5223,-3.6077,-2.8835,-3.5684
172.58,-4.4003,-3.5289,-2.9481,-3.1065,-2.3296,-2.5947,-4.1152,-3.6059,-3.6305,-2.3557,-3.4399
173.27,-3.7522,-2.5025,-2.2386,-3.7643,-3.1736,-4.6677,-3.7697,-3.5046,-5.094,-3.1749,-3.105
173.27,-2.9177,-2.3608,-3.5625,-3.5869,-2.3808,-2.8449,-4.6244,-3.7228,-4.0335,-2.3553,-4.3396
174.4,-2.1787,-1.0464,-2.9694,-2.7067,-1.9303,-5.0708,-4.3147,-3.7822,-3.244,-2.7519,-3.1102
174.9,-3.7994,-2.5165,-2.5483,-3.7331,-2.7805,-3.7268,-2.8106,-3.8034,-5.4807,-2.7405,-1.8718
175.51,-5.2831,-2.1411,-3.7061,-3.0516,-2.7735,-2.1766,-3.297,-3.8039,-3.4323,-2.5363,-1.9235
175.7,-4.5738,-2.4574,-2.2944,-3.4613,-2.2639,-2.1961,-3.1173,-3.8549,-5.6778,-2.1432,-2.176
175.77,-5.1922,-2.8508,-3.4991,-3.177,-2.7595,-1.3288,-3.425,-3.7726,-3.7259,-2.852,-1.9919
175.94,-2.2513,-2.6294,-3.5258,-2.7483,-3.6747,-5.0653,-4.4191,-3.7404,-3.12,-3.9176,-5.816
176.12,-4.9674,-2.0172,-3.66,-2.8474,-2.6205,-2.5678,-4.4595,-3.7899,-3.1576,-2.4403,-3.3148
176.56,-3.805,-2.3192,-2.104,-3.7672,-3.3542,-5.0403,-2.8658,-3.4304,-5.0946,-3.5754,-2.0137
177.28,-3.4695,-3.2681,-3.1885,-2.6714,-3.5137,-2.8078,-2.6815,-3.6524,-3.1154,-4.7032,-1.6629
178.07,-2.516,-2.3987,-3.7591,-3.1636,-2.9135,-1.6507,-4.5671,-3.8473,-3.6319,-2.6321,-3.3039
178.17,-1.8881,-2.207,-3.4799,-1.6498,-2.9816,-3.0843,-3.4082,-3.9528,-2.7339,-2.7349,-2.4481
178.46,-3.3694,-2.1973,-3.7101,-2.8032,-2.6191,-1.4523,-3.9709,-3.8239,-3.2382,-2.4359,-2.5343
